PMID	DOI	Title	Year	PublicationTypes
41722247	10.1016/j.bbrc.2026.153480	Protection by maslinic acid against cisplatin-induced ototoxicity: rescue of ferroptosis by targeting the SLC7A11-GSH-GPX4 pathway.	2026	Journal Article
42002049	10.1016/j.jconrel.2026.114938	Thioether-functionalized polycarbonate nanosponges mitigate cisplatin-induced ototoxicity via ROS scavenging and cisplatin deactivation.	2026	Journal Article
41469892	10.1097/AUD.0000000000001772	Cisplatin Differentially Damages Mammalian Vestibular End Organs.	2026	Journal Article
42049637	10.1177/15230864261443785	Clotrimazole-Mediated Autophagy to Protect Against Cisplatin-Induced Ototoxicity via the AMPK/mTOR/TFEB Pathway in Mice.	2026	Journal Article
41987345	10.1002/ame2.70201	Cancer therapy-induced ototoxicity: Current challenges and emerging management strategies.	2026	Journal Article
41886496	10.1080/00016489.2026.2641822	The protective efficacy of rosmarinic acid in radiotherapy-induced ototoxicity.	2026	Journal Article
41904538	10.1186/s12974-026-03787-2	TNF-α impairs the stria vascularis by inducing pericyte apoptosis via the NF-κB pathway in gentamicin-induced hearing loss.	2026	Journal Article
41967649	10.1016/j.bcp.2026.117964	Taraxasterol prevents cisplatin-induced cochlear hair cell loss via inducing GNAQ.	2026	Journal Article
41995135	10.1002/advs.202520749	Restoring Iron Homeostasis via Smoothened Inhibition: A Novel Strategy Against Hearing Loss.	2026	Journal Article
42128919	10.1007/s00204-026-04410-2	Schizantherin B alleviates cisplatin-induced ototoxicity and does not interfere cisplatin-based chemotherapy in a breast cancer model.	2026	Journal Article
41906411	10.1021/acsnano.6c01252	Developing Inner Ear Organoids in Ultrasound-Activated Piezoelectric Hydrogel for Assessing Ototoxicity.	2026	Journal Article
41355029	10.1097/INF.0000000000005098	Hearing Measures in Children Perinatally HIV-exposed and Uninfected in the PHACS SMARTT Study.	2026	Journal Article
42104091	10.1007/s00520-026-10769-w	Sensorineural hearing loss after pediatric cranial radiotherapy: a multicenter analysis of dosimetric and clinical risk factors.	2026	Journal Article
41977423	10.3390/ijms27073242	Pirfenidone Reduces Intracochlear Fibrosis Caused by Cochlear Implantation in a Guinea Pig Model.	2026	Journal Article
41487427	10.3389/fneur.2025.1743157	Efficacy of intratympanic methylprednisolone versus standard therapy in adult sudden sensorineural hearing loss.	2025	Journal Article
41327131	10.1186/s12894-025-01973-7	Comparative evaluation of safety and efficacy of dapoxetine, silodosin, and citalopram in the management of premature ejaculation: a randomized clinical trial.	2025	Journal Article
41056140	10.1002/epi4.70157	Using Cenobamate for managing idiopathic generalized epilepsy: A single-center experience and systematic literature review.	2025	Journal Article
41287184	10.1002/brb3.71036	Safety and Efficacy of Eslicarbazepine Acetate in Children Diagnosed With a Focal Seizure Disorder: A Systematic Review and Meta-Analysis.	2025	Journal Article
41428148	10.1007/s00228-025-03954-z	A real-world pharmacovigilance study of adverse events associated with esketamine: disproportionality analysis and detection of potential drug-drug interaction signals.	2025	Journal Article
41393327	10.2147/DDDT.S557340	Prospective Dose-Finding of Esketamine for Suppressing Cervical Dilation Response in Ambulatory Hysteroscopy Under Monitored Anesthesia Care.	2025	Clinical Trial, Phase I
41411223	10.1159/000550062	Dexamethasone Dosing of Human Perilymph Compared for Common Delivery Protocols Using Inner Ear Simulations.	2025	Journal Article
41033979	10.1248/bpb.b25-00417	Effect of 2-Hydroxypropyl-γ-cyclodextrin on Renal Inflammation in Alport Mouse Model.	2025	Journal Article
41234378	10.1002/hsr2.71467	The Effectiveness and Safety of Oral N-Acetylcysteine in Combination With Narrow-Band Ultraviolet B (NB-UVB) Phototherapy Compared With NB-UVB Phototherapy Alone in the Treatment of Vitiligo: A Pilot Study.	2025	Journal Article
41991537	10.1038/s41420-026-03115-w	Regulation of lipid droplets accumulation by the Hippo-YAP/COX2 signaling pathway in neomycin-induced ototoxicity.	2025	Journal Article
39792767	10.1097/MD.0000000000041025	Comparative analysis of warm needle moxibustion and gua sha nursing care on sleep quality and psychological stress in insomnia patients undergoing eszopiclone tablet treatment: A retrospective study.	2025	Journal Article
40536313	10.1002/lary.32350	Topical Ropivacaine Combined With Dexamethasone Spray Relieves Post-Tonsillectomy Pain in Adults.	2025	Journal Article
42087880	10.2490/prm.20260020	Exploring Usability and User Engagement in Fully Immersive Virtual Reality Systems for Upper Limb Stroke Rehabilitation: A Scoping Review.	2025	Journal Article
42050177	10.1093/oncolo/oyag163	Evaluation of Dronabinol to Decrease Opioid Use for Cancer-Induced Bone Pain.	2025	Journal Article
40244573	10.1080/14992027.2025.2487839	The tonotopy of tinnitus: comparison between acoustic masking and intracochlear electrical stimulation through cochlear implant.	2025	Journal Article
41989851	10.1093/postmj/qgag021	Comparison of ethambutol versus streptomycin during the intensive phase in treatment of tuberculous meningitis: an open-label randomized clinical trial.	2025	Journal Article
39385540	10.1080/14740338.2024.2412218	Real-world pharmacovigilance study of FDA adverse event reporting system events for finerenone.	2025	Journal Article
41378224	10.3389/fphar.2025.1662057	Adjunctive esketamine in propofol-based sedation for gastrointestinal endoscopy: a systematic review and meta-analysis of randomized trials.	2025	Journal Article
39744414	10.64719/pb.4510	Prescribing Patterns of Gabapentinoids in Chronic Pain Management: A Single Institution Retrospective Chart Review.	2025	Journal Article
40279272	10.1213/ANE.0000000000007520	Advancing Maternal Pain Management After Cesarean Delivery in a Rural Tanzanian Hospital Through Hybrid Global Health Education.	2025	Journal Article
42086993	10.1007/s00405-026-10236-6	Prestin as a potential biomarker for cochlear injury: Current evidence and future directions.	2025	Journal Article
41731161	10.1007/s11325-026-03574-6	Benefit-risk comparison of gabapentin enacarbil versus pregabalin for restless legs syndrome: A dose-response model-based network meta-analysis.	2025	Journal Article
41737379	10.3389/fmed.2026.1747328	Effect of total intravenous opioid-free anesthesia on quality of recovery following gynecological laparoscopy: protocol for a multicenter, randomized, double-blind, controlled trial.	2025	Journal Article
41745374	10.3390/jpm16020081	Towards a Personalized Vestibular Assessment in Older Patients with Cochlear Implant.	2025	Journal Article
39800976	10.4274/tao.2024.2023-10-10	Long-term Prospective Comparative Analysis of Ototoxic and Survival Outcomes of Sequential Boost and Simultaneous Integrated Boost of Volumetric Modulated Arc Therapy for Head-Neck Carcinomas.	2025	Journal Article
41239949	10.1002/epi4.70183	Efficacy and safety of perampanel as first adjunctive therapy in patients with focal-onset seizures or generalized tonic-clonic seizures in four post-marketing studies across regions.	2025	Journal Article
40570986	10.1016/j.arth.2025.06.068	Analgesic Efficacy and Side Effects of Low-Dose Pregabalin As a Modern Multimodal Agent for Postoperative Pain Control After Total Knee Arthroplasty: A Prospective, Double-Blinded, Randomized Controlled Trial.	2025	Journal Article
41348203	10.1007/s00210-025-04840-2	Postmarketing pharmacovigilance study of levothyroxine based on FDA adverse event reporting system (FAERS) and Mendelian randomization.	2025	Journal Article
41820848	10.1186/s12879-026-12975-7	Determinants and outcomes of adverse drug reactions among people living with HIV on antiretroviral therapy in Nigeria.	2025	Journal Article
39614759	10.1177/12034754241302818	Evaluating Difluoromethylornithine Safety and Efficacy for Non-Melanoma Skin Cancer Chemoprevention: A Systematic Review.	2025	Journal Article
39261989	10.1097/AUD.0000000000001592	Roadmap to a Global Template for Implementation of Ototoxicity Management for Cancer Treatment.	2025	Journal Article
40126270	10.3390/audiolres15020022	Strategies to Mitigate Cisplatin-Induced Ototoxicity: A Literature Review of Protective Agents, Mechanisms, and Clinical Gaps.	2025	Journal Article
42098483	10.1007/s10571-026-01737-3	Cycloastragenol Protects Against Cisplatin-Induced Cochlear Hair Cell Apoptosis via the PI3K/Akt/mTOR Pathway.	2025	Journal Article
38993656	10.64719/pb.4493	The Black Book of Psychotropic Dosing and Monitoring.	2025	Journal Article
40809576	10.4314/ahs.v24i2.8	Adverse effects associated with Kanamycin, Amikacin, Capreomycin and Bedaquiline -a VigiAccess™ study.	2025	Journal Article
40451854	10.2131/jts.50.245	An update on ototoxicity: from a genetic perspective.	2025	Journal Article
42097003	10.1016/j.phymed.2026.158248	Rare ginsenoside Rk1 protects against cisplatin-induced auditory damage by regulating the MST1/LONP1 pathway.	2025	Journal Article
41510182	10.1177/1179173X251414230	Patterns and Perception of Nicotine Pouches Use Among Adults in Saudi Arabia.	2025	Journal Article
40382156	10.1016/bs.mie.2025.01.065	Evaluation of platinum drug toxicity resulting from polyamine catabolism.	2025	Journal Article
41265303	10.1016/j.psychres.2025.116849	Efficacy of esketamine after cesarean section for women with symptoms of prenatal depression: A randomized controlled trial.	2025	Journal Article
40815547	10.1002/lary.70054	Long-Term Daytime Use of Sodium Oxybate in Laryngeal Dystonia: A Follow-Up Online Survey Study.	2025	Journal Article
40753057	10.1016/j.clinthera.2025.07.009	Assessing the Role of Cannabis in Managing Spasticity in Multiple Sclerosis: A Systematic Review and Meta-Analysis.	2025	Journal Article
39831503	10.12968/hmed.2024.0380	Analysis of Drug-Related Tinnitus Based on the FDA Adverse Event Reporting System Database.	2025	Journal Article
38770822	10.1089/ars.2024.0648	The Antioxidant Ergothioneine Alleviates Cisplatin-Induced Hearing Loss Through the Nrf2 Pathway.	2025	Journal Article
40254427	10.1248/bpb.b24-00811	Cry2 Alleviates Cisplatin-Induced Cytotoxicity in Mouse Renal Cortex Tubular Cell Lines.	2025	Journal Article
41618048	10.1007/s00737-026-01679-1	A systematic safety assessment of zuranolone: real-world adverse event analysis from the FAERS database.	2025	Journal Article
41630287	10.1097/MD.0000000000047418	Application of oxycodone in multimodal analgesia for thoracoscopic lung surgery: A single-center retrospective observational study.	2025	Journal Article
41611132	10.1016/j.bcp.2026.117759	Obacunone mitigates cisplatin-induced ototoxicity by activating CRHBP-mediated autophagy.	2025	Journal Article
39663200	10.1080/00016489.2024.2436076	Ototoxic effects of unilateral postauricular neomycin administration on the inner ears of Guinea pigs.	2025	Journal Article
41448059	10.1016/j.talanta.2025.129278	Dual and ultrasensitive electrochemical aptamer-based antibiotic biosensor via cascaded DNA assembly amplifications.	2025	Journal Article
41546687	10.1007/s00228-025-03955-y	Use of pregabalin and limaprost in the conservative treatment of lumbar spinal stenosis: a systematic review of the current evidence.	2025	Journal Article
39254185	10.3928/01913913-20240807-02	Hearing Evaluations in Children With Retinoblastoma Treated With Intra-arterial Carboplatin Chemotherapy: A Single Institution Review.	2025	Journal Article
38949065	10.1080/14992027.2024.2368577	One mechanism of sudden sensorineural hearing loss after sildenafil and sexual activity.	2025	Journal Article
41540512	10.1186/s12883-026-04633-x	Continuous intracerebroventricular morphine infusion for intractable neuropathic pain.	2025	Journal Article
41987072	10.1186/s12879-026-13324-4	Landouzy sepsis in a young adult with multiorgan failure: successful ECMO-assisted management using an individualized antituberculous regimen.	2025	Journal Article
41044666	10.1186/s12887-025-06116-3	Hearing assessment in transfusion dependent beta-thalassemia children on oral iron chelating agent.	2025	Journal Article
41998023	10.1038/s41598-026-47642-z	Distortion product otoacoustic emission (DPOAE) reveals hearing loss up to 16 kHz in pediatric chemotherapy patients.	2025	Journal Article
40468531	10.1002/epi4.70068	Real-world use of adjunctive perampanel for focal-onset seizures in Italy: A mirroring clinical practice study of perampanel in adults and adolescents (AMPA).	2025	Journal Article
40561728	10.1016/j.ajp.2025.104591	Dose-effect trajectory of lumateperone in schizophrenia: Evidence from a systematic review and meta-analysis of randomized controlled trials.	2025	Journal Article
40776979	10.1007/s40203-025-00402-9	Computational exploration of aphrodisiac potential: identifying inhibitors from <i>Tribulus terrestris L</i>., and <i>Securidaca longepedunculata</i> targeting human phosphodiesterase 5.	2025	Journal Article
40775011	10.1038/s41598-025-13786-7	A pharmacovigilance study of vortioxetine based on data from the FDA adverse event reporting system.	2025	Journal Article
40855469	10.1186/s12871-025-03287-5	Comparison of different hydromorphone bolus doses in patient-controlled intravenous analgesia for post-laparoscopic surgery: a randomized controlled trial.	2025	Journal Article
40635225	10.2174/0115748863378453250623061903	An Unusual Adverse Drug Reaction to Thalidomide: A Case Report.	2025	Case Reports
41999677	10.1016/j.biopha.2026.119414	Dexamethasone attenuates TNF-α-induced ototoxicity via Peroxiredoxin 6 upregulation in murine auditory hair cells and cochlea of noise-exposed mice.	2025	Journal Article
41479182	10.4103/npmj.npmj_186_25	Adverse Drug Reaction to First-Line Oral Antitubercular Drugs: An 8-Year Analysis from a Tertiary Centre in Eastern India.	2025	Journal Article
41453918	10.1134/S0006297925602527	Suppressing Mitochondrial ROS Production is Beneficial in Multiple Preclinical Models of Human Disease.	2025	Journal Article
41281597	10.1016/j.mmcr.2025.100749	Invasive fungal sinusitis by <i>Scedosporium boydii</i> in an immunocompromised patient. A case report.	2025	Case Reports
41046290	10.1186/s12974-025-03561-w	NLRP3 inflammasome and hearing loss: from mechanisms to therapies.	2025	Journal Article
40355191	10.1097/MD.0000000000041990	Drug-induced hypesthesia due to dexamethasone: A case report.	2025	Journal Article
41073810	10.1007/s00520-025-09932-6	Methadone for intractable cancer pain associated with pelvic floor lesions: a retrospective analysis of 36 cases.	2025	Journal Article
41071822	10.1371/journal.pone.0333692	Real-world study of adverse events associated with sodium zirconium cyclosilicate based on FDA adverse event reporting system and VigiAccess database.	2025	Journal Article
41071345	10.1007/s00402-025-06057-7	Iloprost therapy achieves good clinical and radiological short and mid-term outcomes in patients with idiopathic aseptic osteonecrosis of the knee joint also in ARCO level II.	2025	Journal Article
40622979	10.1371/journal.pone.0324276	Peritonsillar abscess in children: A retrospective analysis on surgical and antimicrobial approaches.	2025	Journal Article
40988201	10.1097/MD.0000000000044470	Low-dose colchicine for recurrent pericardial effusion in elderly patients: Case reports and literature review.	2025	Journal Article
40545885	10.1111/anae.16651	Analgesic efficacy of continuous erector spinae plane block vs. opioid-based regimen for postoperative pain management following video-assisted thoracoscopic lung resection: a prospective, randomised, open-label, non-inferiority trial.	2025	Journal Article
40950931	10.1002/hsr2.71241	Outcomes and Adverse Events of WHO Shorter Regimen in the Treatment of Multi-Drug Resistant Tuberculosis in Bhutan: A Longitudinal Study.	2025	Journal Article
41008355	10.3390/brainsci15090995	Acute Vertigo, Dizziness and Imbalance in the Emergency Department-Beyond Stroke and Acute Unilateral Vestibulopathy-A Narrative Review.	2025	Journal Article
40969221	10.1177/25424823251379881	Brexpiprazole: Pioneering medication for managing agitation in Alzheimer's disease.	2025	Journal Article
40962483	10.1136/ejhpharm-2025-004493	Ifosfamide-induced encephalopathy and concomitant use of netupitant/palonosetron in a patient with soft tissue sarcoma: a case report.	2025	Journal Article
41392965	10.4415/ANN_25_04_10	Sodium oxybate and acamprosate association for maintenance of alcohol abstinence: a case series.	2025	Journal Article
41035718	10.32481/djph.2025.09.05	Rethinking Pain Relief After Surgery: What We Can Learn from Knee Replacements.	2025	Journal Article
41155904	10.3390/pharmaceutics17101267	Latest Achievements in the Development of Nanoparticle-Based Drug Delivery Systems of Pt Drugs and Prodrugs in Cancer Therapy.	2025	Journal Article
40515538	10.1002/ijgo.70190	Intravenous ketamine to prevent post-partum depression following cesarean under neuraxial anesthesia: A systematic review and meta-analysis of randomized controlled trials.	2025	Journal Article
40898019	10.1186/s12871-025-03332-3	Efficacy of intraoperative low-dose remimazolam as a third antiemetic agent for preventing early postoperative nausea in high-risk patient: A Randomized controlled trial.	2025	Journal Article
40947856	10.1002/epi4.70122	MonoPER study: Effectiveness and tolerability of PERampanel in monotherapy in real-world after 12 months of treatment.	2025	Journal Article
40627117	10.1007/s40263-025-01198-0	Safety, Tolerability, and Pharmacokinetics of NRL-1049, a Rho-Associated Kinase Inhibitor, in Healthy Volunteers: A Phase 1, First-in-Human, Single-Ascending Dose, Randomized, Placebo-Controlled Trial.	2025	Journal Article
39772724	NA	Bedřich Smetana's hearing loss could be caused by chronic mercury intoxication.	2025	Journal Article
42000904	10.1038/s42003-026-10080-8	BAX-dependent mitochondrial outer membrane rupture in cochlear hair cells facilitates cisplatin ototoxicity.	2025	Journal Article
41104516	10.1002/ame2.70041	Intratympanic dexamethasone microcrystals/lidocaine-loaded PLGA non-spherical microparticles for local drug delivery to the inner ear.	2025	Journal Article
41884526	10.1097/ONO.0000000000000086	Isotretinoin-induced Intracranial Hypertension Presenting as Unilateral Pulsatile Tinnitus.	2025	Journal Article
41926295	10.2174/0115748863419886260217104334	Neurological Complications of Prolonged Metronidazole Therapy: A Case of Reversible Encephalopathy.	2025	Case Reports
39954116	10.1007/s40263-025-01159-7	Maintaining Mobility and Balance in Multiple Sclerosis: A Systematic Review Examining Potential Impact of Symptomatic Pharmacotherapy.	2025	Journal Article
42008434	10.1371/journal.pone.0345371	Pharmacogenetic strategies to mitigate cisplatin-induced ototoxicity in head and neck cancer: A cost-minimization analysis with the use of GSTP1 c.313A>G genotyping.	2025	Journal Article
41014734	10.1016/j.jclinane.2025.112022	Postoperative erector spinae plane block does not reduce morphine consumption after lumbar spinal fusion: A randomized controlled trial.	2025	Journal Article
40314214	10.29063/ajrh2025/v29i4.7	Effectiveness of oral probiotics and metronidazole compared with oral probiotics and metronidazole pessaries in the treatment of bacterial vaginosis in Chinese women.	2025	Comparative Study
41078186	10.7754/Clin.Lab.2025.250337	A Case of Drug-Induced CA72-4 Pseudo-Elevation and Analysis of Its Causes.	2025	Case Reports
40971093	10.1007/s11910-025-01455-1	Paroxysmal Neurology: a Guide to Diagnosing Transient Neurologic Dysfunction in Adults and Adolescents.	2025	Journal Article
40761476	10.70352/scrj.cr.25-0227	A Case of Drug-Induced Pancytopenia due to Tamoxifen.	2025	Case Reports
40078240	10.7759/cureus.78802	Overlooked Carbamazepine Toxicity: A Diagnostic Pitfall in an Elderly Patient With Dizziness.	2025	Case Reports
39987000	10.1136/bmjopen-2024-085938	Comparative effectiveness and safety of nifedipine and magnesium sulfate as treatment options for preterm birth: a systematic review and meta-analysis.	2025	Journal Article
40571418	10.1136/bcr-2025-264904	Metronidazole-induced toxicity of the central and peripheral nervous system.	2025	Journal Article
39663583	10.1177/08971900241308626	D-Penicillamine Induced Myelotoxicity: A Unique Case.	2025	Journal Article
40822018	10.3389/fcvm.2025.1626318	ECMO combined with IABP for the treatment of fulminant myocarditis caused by the targeted drug entrectinib for lung adenocarcinoma: a case report.	2025	Case Reports
41024894	10.7759/cureus.91229	Double Trouble: Acquired QTc Prolongation in a Patient on Denosumab and Amiodarone.	2025	Case Reports
40944847	10.1007/s12325-025-03357-7	Temporal Profile of Treatment-Emergent Adverse Events in Adult Asian Patients with Focal-Onset Seizures During Adjunctive Brivaracetam Treatment: Post Hoc Analysis of a Phase 3, Randomized Trial.	2025	Journal Article
40579023	10.21873/invivo.14018	Molecular Hydrogen as an Adjuvant Therapy in Comorbid Sjögren's Syndrome, SLE, and ILD: A Case Report on Immune Modulation and Fatigue Reduction.	2025	Journal Article
40727635	10.5812/aapm-158242	Comparative Analysis of Ultrasound-Guided Erector Spinae Plane Block and Retro-laminar Block on Postoperative Pain Following Upper Abdominal Laparoscopic Surgery.	2025	Journal Article
40559232	10.3390/medsci13020074	The Impact of Celiprolol in Vascular Ehlers-Danlos Syndrome: A Systematic Review of Current Evidence.	2025	Journal Article
40359459	10.1212/WNL.0000000000213690	Efficacy and Safety of Sodium Oxybate in Adults With Idiopathic Hypersomnia: A Randomized Controlled Trial.	2025	Journal Article
39936458	10.1002/lary.32061	Otolaryngologic Side Effects of GLP-1 Receptor Agonists.	2025	Journal Article
41235115	10.3389/fphar.2025.1681060	Comparative safety and tolerability of ketamine and esketamine for major depressive disorder: a systematic review and meta-analysis.	2025	Journal Article
40417672	10.3389/fmed.2025.1586068	Inappropriate use of propranolol among medical and dental students at the University of Jordan: cross-sectional study.	2025	Journal Article
40785306	10.1177/1877718X251356503	A dose-finding study shows terazosin enhanced energy metabolism in neurologically healthy adults.	2025	Journal Article
40429567	10.3390/jcm14103575	An Investigation of the Effect of Combining Tolterodine and Duloxetine in the Treatment of Mixed-Type Urinary Incontinence and the Factors Affecting Success.	2025	Journal Article
40730715	10.1007/s40263-025-01197-1	Safety Outcomes with the Long-Acting Subcutaneous Antipsychotic TV-46000 in Schizophrenia: A Post Hoc Analysis of Behavioral, Neuromotor, Endocrine, and Cardiometabolic Outcomes from Two Phase 3 Studies.	2025	Journal Article
37039340	10.1177/01455613231170090	Local vs Systemic Use of Steroids for Sudden Deafness with Diabetes: A Systematic Review and Meta-Analysis.	2025	Comparative Study
41908056	10.3389/fcvm.2026.1713344	Recognition of worsening heart failure symptoms, help-seeking attitudes, and time-to-presentation in chronic heart failure: a single-center KAP study in China.	2025	Journal Article
41832727	10.2174/0115680266421105251206211422	Target-Based Drug Delivery Approaches against Alzheimer's Disease - Recent Updates.	2025	Journal Article
41267020	10.1186/s12889-025-25371-8	Impact of ototoxic agents and noise exposure on hearing loss among healthcare personnel in a medical university: a cross-sectional analytical study.	2025	Journal Article
41254428	10.1007/s12035-025-05350-1	Pharmacological Inhibition of JAK/STAT-IL2 Axis Alleviated Cisplatin-Induced Ototoxicity.	2025	Journal Article
41140199	10.1039/d5tb01324k	Rationally designed sodium thiosulfate-loaded solid lipid nanoparticles for inner ear delivery and prevention of medication-induced ototoxicity.	2025	Journal Article
41183177	10.1021/acsabm.5c01746	Mesoporous Silica Nanoparticles for Quercetin-Controlled Delivery to Protect Cisplatin-Induced Ototoxicity.	2025	Journal Article
41239162	10.1007/s11764-025-01929-8	Where are audiologists in the room of wizards? Oncology patient experiences with audiology in an Australian public hospital.	2025	Journal Article
41246460	10.5588/ijtldopen.25.0120	High-dose amikacin in the first week of all-oral rifampicin-resistant TB treatment is safe: a single-arm trial.	2025	Journal Article
41212257	10.1007/s00520-025-10103-w	Otoprotective measures for cisplatin-based chemoradiotherapy-induced toxicity in patients with head and neck cancer: a systematic review and meta-analysis.	2025	Journal Article
41198710	10.1038/s41598-025-22644-5	Protective effect of adenosine triphosphate against hydroxychloroquine ototoxicity in rats.	2025	Journal Article
41125176	10.1016/j.ijbiomac.2025.148445	Intratympanic delivery of dexamethasone palmitate-loaded lipid nanoparticles in dual viscosity hyaluronic acids hydrogel for prolonged retention and hearing loss treatment.	2025	Journal Article
41110266	10.1016/j.ijporl.2025.112581	Therapeutic potential of intraperitoneal emodin on cisplatin ototoxicity in rats.	2025	Journal Article
40945651	10.1016/j.lfs.2025.123961	Cisplatin transported by COX17 induces cochlear damage by binding Myosin IIA to regulate cell pyroptosis induced by mitochondrial dysfunction.	2025	Journal Article
40835755	10.1007/s00204-025-04154-5	2,2',4,4'-tetrabromodiphenyl ether (BDE-47) induces early hearing loss in guinea pigs via activating AhR to trigger mitochondrial and endoplasmic reticulum stress-regulated autophagy.	2025	Journal Article
40801201	10.1002/ohn.70002	Transtympanic Injection of Antioxidant-Eluting Microparticles for Otoprotection From Cisplatin Toxicity in a Mouse Model.	2025	Journal Article
40662234	10.1111/apa.70222	Risk Factors for Hearing Loss Are Comparable in Preterm Versus Term Children: A Systematic Review.	2025	Journal Article
41323644	10.1515/med-2025-1242	Single-cell RNA sequencing data analysis of the inner ear in gentamicin-treated mice via intraperitoneal injection.	2025	Journal Article
41383593	10.3389/fimmu.2025.1679375	Adopting orphan receptors: zebrafish Tlr4 homologs mediate responses to group IX/X transition metals.	2025	Journal Article
41173903	10.1038/s41598-025-21962-y	Sex differences in response to kanamycin-induced ototoxicity in C57BL/6 J mice.	2025	Journal Article
41350742	10.1186/s13287-025-04819-z	Mesenchymal stem cell-derived exosomes ameliorate gentamicin-induced vestibular hair cell injury by regulating the SNARE pathway and enhancing autophagy.	2025	Journal Article
41369413	10.3390/cells14231924	Understanding the Mechanisms Driving Fibrosis Following Cochlear Implantation-Lessons from Other Tissues.	2025	Journal Article
41338634	10.1136/bmjopen-2025-107101	Transtympanic sodium thiosulphate to prevent cisplatin-related hearing loss: a protocol for randomised controlled multicentre phase III trial, the SOUND trial.	2025	Journal Article
41329681	10.1371/journal.pone.0336979	Targeted fetal NGS panel reveals genetic conditions in sonographically normal fetuses: Insights from a large cohort study.	2025	Journal Article
41377339	10.1097/MS9.0000000000004230	Bupropion-induced tinnitus after dose escalation: a rare and reversible adverse effect - a case report.	2025	Case Reports
41259929	10.1016/j.jeph.2025.203155	Hearing loss in French survivors of childhood and adolescent leukemia: impact on quality of life and schooling difficulties.	2025	Journal Article
41241440	10.1016/j.jphs.2025.09.009	Lutein reduces cisplatin-induced intestinal inflammation by inhibiting ROS-mediated MAPK/NF-κB pathways.	2025	Journal Article
41067162	10.1016/j.heares.2025.109443	Deciphering the ototoxic effects of six organochlorine pesticides on HEI-OC1 cells and mouse cochlear organotypic cultures.	2025	Journal Article
40925474	10.1016/j.neuro.2025.103317	Clinical doses of gadodiamide have no damaging effects on cochlear tissue in vitro and in vivo.	2025	Journal Article
41325835	10.1016/j.jare.2025.11.065	BMP4 cocktail promotes utricular progenitor reprogramming and vestibular functional recovery in adult mice.	2025	Journal Article
41425728	10.32604/or.2025.067948	Outcomes and Toxicity of Adult Medulloblastoma Treated with Pediatric Multimodal Protocols: A Single-Institution Experience.	2025	Journal Article
41375733	10.3390/jcm14238433	Nigella Sativa and Thymoquinone for Prevention or Mitigation of Acquired Sensorineural Hearing Loss: A Systematic Review.	2025	Journal Article
40618947	10.1016/j.tox.2025.154229	Formyl peptide receptor 2 (FPR2) mediates cisplatin-induced cochlear inflammation and hair cell apoptosis.	2025	Journal Article
41227325	10.3390/cells14211680	Spatial Distribution and Temporal Dynamics of Neomycin-Induced Neuromast Cell Damage and Regeneration in the Mexican tetra (<i>Astyanax mexicanus</i>).	2025	Journal Article
41012422	10.3390/toxics13090801	DEET Metabolite and Hearing Loss in United States Adults.	2025	Journal Article
41011663	10.3390/molecules30183772	Comparative Antioxidant Protection of Cochlear Hair Cells from Ototoxins.	2025	Journal Article
40962343	10.1136/bmjopen-2025-103735	Genetic polymorphisms contributing to hearing loss in children treated with platinum agents: a systematic review and meta-analysis protocol.	2025	Journal Article
41002579	10.3390/curroncol32090509	Critical Review of Hearing Rehabilitation in Pediatric Oncology: Specific Considerations and Barriers.	2025	Journal Article
41009448	10.3390/ijms26188880	Determination of a New Biomarker at the Level of Gene Alteration in Cisplatin Ototoxicity.	2025	Journal Article
40633769	10.1016/j.jconrel.2025.114006	Nanomodulation of blood-labyrinth barrier enhances neuroprotection and antioxidant intervention for noise-induced hearing loss.	2025	Journal Article
40951767	10.1039/d5md00426h	Polyphenolic compounds as protective agents against cisplatin-induced ototoxicity with molecular mechanisms and clinical potential.	2025	Journal Article
40908485	10.1186/s12929-025-01180-4	Early downregulation of hair cell (HC)-specific genes in the vestibular sensory epithelium during chronic ototoxicity.	2025	Journal Article
40876780	10.1016/j.neuro.2025.08.006	In vivo and in vitro evaluation of the protective effects of osthole against ototoxicity using the zebrafish model and HEI-OC1 cell line.	2025	Journal Article
40851451	10.1111/bcpt.70090	Maternal Exposure to Medications and the Risk of Congenital and Early-Onset Hearing Loss in Children: A Systematic Review and a Meta-Analysis.	2025	Journal Article
40669610	10.1016/j.radonc.2025.111033	Non-cisplatin concurrent agents plus definitive radiotherapy for locally advanced head and neck cancer: A network meta-analysis of randomized studies.	2025	Journal Article
41040399	10.1101/2025.09.23.678043	Effects of Cholesterol Modulation on Cisplatin-Induced Hearing Loss.	2025	Journal Article
41122972	10.1172/jci.insight.196230	Lower, more frequent cisplatin dosing minimizes hearing loss in head and neck cancer.	2025	Journal Article
41148830	10.3390/cells14201615	Release of Mast Cell Mediators from Cochlear Tissue Following Short Exposure to Compound 48/80 or Cisplatin, and Their Damage to Cochlear Structure.	2025	Journal Article
41169615	10.3389/fmolb.2025.1694131	Mechanistic insights into cisplatin-induced ototoxicity: the central role of transient receptor potential channels.	2025	Journal Article
41155658	10.3390/ph18101543	From Ototoxicity to Otoprotection: Mechanism and Protective Strategies in Cisplatin Therapy.	2025	Journal Article
